refGene	Sample_279_CF	Sample_571_CF	Sample_665_CF	Sample_812_CF	Sample_223_CM	Sample_487_CM	Sample_511_CM	Sample_620_CM	Sample_324_DF	Sample_338_DF	Sample_566_DF	Sample_252_DM	Sample_323_DM	Sample_763_DM
LPAR5	24	34	28	22	92	98	20	60	68	58	22	14	52	36
SCARNA11	10	4	3	5	9	11	2	11	4	3	3	9	5	7
ING4	648	1386	1485	1482	960	1367	1287	3955	854	1642	1257	1426	1562	1997
ACRBP	10	17	25	24	13	26	3	31	10	13	9	30	6	16
PIANP	64	350	76	277	54	107	83	112	53	82	107	55	94	148
ZNF384	2187	2108	2216	2009	2913	2243	1534	3018	2463	2328	2120	2233	2463	2172
CD4	64	210	132	295	56	133	69	40	73	114	72	78	34	112
GPR162	88	309	103	475	46	170	120	145	107	99	103	142	72	143
COPS7A	2811	2833	3806	2810	3850	2316	2290	2952	3954	2530	2994	1954	3436	3111
LAG3	3	17	9	27	2	26	0	10	4	3	2	20	4	2
PTMS	1932	2716	2725	2737	2411	3558	1535	2882	1960	1905	2133	1560	2575	2384
MLF2	5560	4516	8901	4776	8236	5455	4898	8138	8545	5309	5640	5171	7135	6360
TPI1	24144	13336	25089	22621	42778	18762	10604	34278	34390	15872	14431	13972	37743	18582
LOC105369635	0	1	1	1	6	2	6	4	2	5	0	4	5	1
GNB3	186	404	120	321	155	321	92	82	184	142	164	130	153	205
CDCA3	2365	430	1311	537	1775	669	88	1078	911	548	638	716	1836	689
SPSB2	369	395	904	259	389	301	431	951	413	318	319	504	389	523
RPL13P5	144	176	280	119	123	157	250	251	202	251	228	209	219	155
C12orf57	1327	1839	1688	2760	1812	2208	1992	3387	1643	956	2127	1396	2112	1970
MIR200C	2	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR141	1	0	0	0	0	0	0	0	0	0	0	1	1	0
SCARNA12	4343	5537	5360	6152	2744	4621	5855	6077	5216	4654	4883	4892	4338	6013
LOC105369632	51	62	90	47	35	38	75	78	58	60	40	97	43	58
DSTNP2	1002	833	1379	1133	2272	1170	997	1590	1636	1112	884	933	1657	1044
ATN1	3536	4789	4987	3703	2240	4762	4914	3538	2726	4290	4653	4267	3720	4019
LRRC23	215	331	288	322	270	314	232	375	314	287	211	278	279	434
USP5	7645	6117	11436	5024	11524	6639	5698	10618	9721	7327	7803	5864	11014	7075
PTPN6	464	222	859	186	363	392	659	1360	588	755	450	711	615	533
ENO2	3327	1716	3014	2843	3932	1479	1715	2347	4018	2494	2010	2719	2481	2624
C1S	469	1513	342	2275	80	407	659	393	1727	290	1250	348	738	1968
EMG1	2303	1043	2240	1592	3721	1660	810	2531	3076	1148	1169	1150	2302	1618
LPCAT3	1378	1379	2332	1233	1765	2251	1051	3809	1720	2406	1853	1392	2821	1764
C1RL	1001	1927	2269	1732	765	1929	1825	2764	1560	1967	1633	1240	1681	2144
C1RL-AS1	808	1955	1945	1068	510	1537	1990	640	1396	1461	1294	1063	937	1051
CLSTN3	1713	3821	9299	2726	1429	3227	7921	4993	2857	4209	3938	3523	2475	4737
RBP5	179	430	356	235	86	281	677	95	320	264	281	213	171	193
PEX5	1616	1387	2151	1649	1965	1690	1104	2345	1751	1730	1395	1250	2130	2029
CD163L1	184	245	147	86	69	142	162	102	285	611	520	434	266	200
CD163	4	0	1	0	0	5	2	0	3	0	46	0	8	0
GDF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOBEC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOGNB	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NANOG	0	12	6	16	6	20	12	8	2	10	6	12	0	2
CLEC4C	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A3	3107	5892	2875	3113	4926	5801	1050	4608	1915	3687	4092	2867	4063	6412
NECAP1	2380	1745	2587	2149	4960	2372	1389	2758	4072	2146	1778	1879	2629	2347
FOXJ2	2012	1651	2215	1571	2507	2288	1136	2580	2264	2318	1819	2248	2326	2337
C3AR1	111	92	284	144	48	97	32	162	103	92	214	169	102	845
CLEC4A	27	65	24	33	35	98	48	38	52	39	53	89	26	32
POU5F1P3	70	37	123	39	32	49	180	69	61	150	95	86	60	34
ZNF705A	7	3	32	7	2	10	8	15	6	17	28	26	3	30
FAM90A1	49	25	55	38	20	17	38	30	51	46	23	62	36	72
FAM66C	92	209	180	189	108	197	142	91	252	113	142	330	113	181
CLEC6A	0	0	0	0	0	3	2	0	2	10	0	7	0	0
CLEC4D	2	2	5	0	2	0	12	6	0	0	4	8	0	0
AICDA	16	2	226	6	0	2	94	35	83	125	423	93	50	70
CLEC4E	981	24	15009	236	14	352	19962	5063	2463	7934	8893	6023	1334	5000
MFAP5	248	24	1021	6	70	16	856	113	735	2570	747	835	713	64
A2ML1	10	7	10	5	5	8	16	3	17	26	4	10	4	3
M6PR	6560	3638	8678	4097	11723	5054	3264	9187	10298	8267	6198	5823	7504	6537
PHC1	2069	2161	2173	2722	1854	3057	1521	4428	2215	2308	2035	1885	2894	2980
KLRG1	14	25	24	25	14	42	6	31	46	10	11	20	24	56
LINC00612	0	4	4	9	2	8	14	12	2	12	12	6	9	5
A2M-AS1	19	22	27	51	38	45	12	63	81	39	27	71	78	33
A2M	16	44	27	11	8	79	2	47	52	11	30	15	17	33
A2MP1	2	1	0	0	0	1	0	0	7	1	0	0	0	6
LINC00987	571	210	396	236	533	508	126	619	491	252	255	262	491	272
LOC101930452	37	1	30	14	11	22	0	35	5	4	3	12	14	4
LOC101928030	2	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX12P	2308	973	1285	1955	1591	1436	493	1330	1257	798	820	1233	1486	853
KLRB1	21	32	10	24	15	10	16	16	34	13	20	16	17	15
LOC374443	1072	1155	688	1285	652	1570	805	1942	979	1424	1155	1072	1438	1837
CD69	141	8	749	15	2	61	3110	496	123	443	766	295	88	3257
CLECL1	0	2	2	0	0	0	4	0	0	4	2	4	2	0
CLEC2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLRF1	14	3	19	7	0	10	130	47	0	55	4	13	4	11
CLEC2B	12	5	14	22	2	9	32	34	2	45	19	26	38	34
KLRF2	0	0	0	0	0	0	2	0	0	0	0	0	0	2
CLEC12A	0	0	0	0	1	0	0	0	0	0	0	2	0	0
LOC400002	0	0	4	0	0	0	6	0	0	0	0	2	0	6
CLEC12B	0	6	2	4	0	7	0	4	0	2	0	4	6	0
LOC102724020	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CLEC1B	6	1	0	0	0	0	0	0	4	2	0	0	0	0
CLEC9A	0	0	0	0	0	0	0	0	1	2	0	0	0	0
CLEC7A	0	0	0	2	0	0	4	2	0	1	7	0	6	4
TMEM52B	4	0	2	2	0	0	4	216	32	10	4	6	0	16
OLR1	22	10	42	0	20	26	12	22	406	200	52	170	4	58
KLRD1	20	26	24	62	3	12	80	25	20	30	60	97	9	23
GABARAPL1	1779	4574	6684	4661	4019	5243	7120	8808	4111	7391	8902	5612	4217	8885
KLRC2	57	90	73	648	2	96	21	199	43	50	71	72	41	388
KLRC1	9	12	33	63	4	8	19	43	42	22	7	44	7	59
KLRC3	14	41	27	371	8	97	24	104	43	40	42	51	37	195
LOC101928100	84	368	243	535	60	367	252	653	154	196	254	146	215	296
KLRC4-KLRK1	1	19	8	23	0	16	14	11	1	7	8	9	11	8
KLRC4	6	11	6	100	0	19	13	25	0	15	18	17	7	32
KLRK1	2	7	1	20	1	13	6	5	2	2	2	5	3	1
YBX3	3944	5454	5093	6538	5641	5738	5685	7611	5144	4153	5200	3943	4897	9061
MAGOHB	1752	1171	1205	1546	2375	1845	708	1952	1870	1450	1146	1671	1634	1322
STYK1	252	90	383	106	334	159	224	475	412	379	227	306	267	251
LOC101928162	0	2	0	2	2	4	2	1	0	0	0	2	2	0
PRR4	12	7	4	3	3	7	3	2	4	0	4	6	0	7
TAS2R10	58	87	49	83	43	99	21	83	80	75	49	69	50	61
TAS2R7	3	13	0	12	4	13	0	3	0	0	0	17	0	1
TAS2R8	4	7	1	8	1	2	2	4	5	12	5	18	3	3
TAS2R9	9	17	4	12	4	15	2	22	6	21	8	23	9	4
PRH2	394	535	302	569	307	608	371	329	326	442	488	456	250	416
TAS2R50	159	176	109	210	85	155	147	103	77	110	159	138	118	143
TAS2R14	203	279	151	255	171	230	149	140	202	180	224	213	126	198
TAS2R13	161	249	179	305	128	311	215	138	130	174	264	194	102	208
TAS2R19	367	471	352	488	277	505	238	341	329	409	431	392	256	381
TAS2R46	167	259	175	219	141	248	151	139	162	218	256	185	131	151
TAS2R43	126	185	117	314	101	224	83	144	140	294	333	174	98	229
TAS2R20	402	445	316	370	335	442	236	287	298	375	448	374	278	432
TAS2R31	290	432	361	431	226	483	202	246	307	299	421	264	211	306
SMIM10L1	1736	1455	1836	1297	2378	1486	1083	2405	2066	1601	1642	1244	1979	1690
TAS2R30	347	344	275	366	229	419	154	258	251	361	440	333	224	264
TAS2R42	13	32	9	4	6	14	7	21	5	13	16	18	0	26
PRB3	26	44	9	18	10	55	2	13	17	20	45	22	16	15
PRB1	30	70	6	19	7	32	15	4	27	20	38	18	11	20
PRB4	30	47	12	10	4	41	4	16	26	15	44	19	7	14
PRB2	18	64	9	20	8	37	18	8	24	28	54	22	12	21
LINC01252	116	251	48	83	40	197	113	56	88	92	172	198	72	71
BCL2L14	41	77	51	61	40	54	25	38	28	47	20	33	60	24
MANSC1	331	299	443	211	884	241	239	532	460	380	230	240	725	277
LOH12CR2	14	26	18	24	32	32	11	30	42	31	18	20	19	10
CREBL2	2306	2125	3015	2524	3691	2541	2014	5457	2981	2694	2448	2419	3674	3191
CDKN1B	2568	2455	1644	2481	3222	3609	1056	5255	2313	2150	2257	2351	3065	2583
APOLD1	1192	395	564	541	959	646	274	853	1154	653	400	385	959	571
MIR613	3	1	6	2	0	3	0	2	0	1	0	2	3	0
GPRC5A	8803	7107	13031	4645	7512	5711	4399	12930	4767	8969	8494	5712	11828	5153
RPL13AP20	4617	3426	4498	5255	6819	4674	3407	9822	5738	3659	3806	3566	6324	5837
MIR614	106	152	184	71	66	77	72	166	46	107	177	106	170	77
GPRC5D	140	199	120	179	126	107	95	50	101	122	165	156	59	99
HTR7P1	313	374	574	364	591	413	304	640	674	448	285	344	560	732
FAM234B	732	487	976	879	785	835	339	841	1073	684	559	573	792	1039
LOC100506314	208	245	147	423	379	243	145	322	335	388	277	285	355	398
HEBP1	948	750	1357	1141	1417	989	775	1465	1484	1244	1147	990	1526	1758
LINC01559	4	16	5	1	2	16	8	9	4	12	2	14	14	7
PLBD1-AS1	4	3	19	7	6	5	9	24	14	7	11	9	15	8
H2AFJ	740	1090	1333	1725	1030	2002	1961	1647	1122	1198	1862	1156	1625	2204
HIST4H4	2649	1076	1760	2228	3079	2807	534	3032	1847	881	1332	1471	2869	1628
MGP	25	40	54	25	675	970	133	10	106	63	211	16	25	13
C12orf60	116	70	130	114	136	113	66	143	147	69	66	65	113	113
ART4	24	13	35	14	5	28	34	11	62	71	30	43	18	56
SMCO3	67	147	145	55	89	111	98	82	120	163	274	92	173	65
ARHGDIB	481	332	478	453	2685	2844	362	1024	976	582	632	369	2789	291
LINC01489	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PDE6H	1	0	0	0	0	0	0	0	0	0	0	1	0	0
RERG-AS1	0	4	0	33	7	6	0	1	0	0	0	0	2	2
STRAP	9704	6446	9929	8157	17000	9537	5845	12125	11243	6590	7210	6779	10400	9247
LMO3	88	191	19	19	35	238	21	121	183	79	110	65	111	87
SKP1P2	620	604	928	742	1282	806	480	1508	978	676	566	452	1034	900
MIR3974	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RERGL	2	5	0	0	2	0	0	0	2	1	0	0	0	0
CAPZA3	2	0	0	0	2	0	0	0	0	0	2	0	0	2
SLCO1C1	1	37	0	16	12	40	0	6	1	0	6	4	3	5
IAPP	11	0	5	27	6	2	37	0	9	26	16	15	8	4
PYROXD1	1256	706	1419	844	2182	1035	986	1226	1241	1604	975	994	1349	1262
GOLT1B	5023	4872	7552	6545	14025	7508	5964	9765	8302	5693	4904	4890	7392	8920
SPX	104	299	214	190	363	922	636	572	654	656	726	786	163	1354
GYS2	8	15	7	37	6	40	4	38	20	23	14	43	7	22
LDHB	28098	13703	27894	24804	46924	24126	11988	62677	29840	18850	16472	19148	34227	23837
KCNJ8	80	30	335	44	77	59	238	200	98	457	208	243	54	12
CMAS	2201	1320	3138	1874	4174	2220	1936	3225	3555	2421	1875	2066	2989	2673
LOC105369691	4	0	0	0	4	9	0	7	3	5	13	8	2	2
MIR920	8	36	8	16	2	23	6	8	9	7	14	9	7	22
LINC00477	3	2	4	8	4	2	8	10	2	4	0	8	1	6
C12orf77	0	0	0	0	0	4	0	0	0	0	0	0	0	0
LRMP	12	12	2	8	18	25	2	6	11	1	0	20	10	3
ETFRF1	582	332	417	478	930	527	320	985	806	571	448	480	824	616
KRAS	5547	4248	6267	5416	8240	6910	3340	9845	6466	4981	4066	4489	7563	5496
MIR4302	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF8-AS1	316	327	292	228	326	285	237	292	332	320	246	269	318	294
BHLHE41	1314	485	1451	637	452	655	2834	3701	1145	1479	1769	1296	1949	2276
SSPN	659	420	607	1465	1532	837	409	3478	669	492	559	561	1609	1439
FGFR1OP2	2118	1748	2153	2227	4718	2561	1467	3392	3273	2000	1783	2147	2661	2408
ASUN	2790	2075	2803	2696	6346	2667	1221	3785	4394	2042	1967	2499	3627	2495
MED21	2277	1828	2651	2398	5095	2460	1562	4279	3208	2146	1669	1896	3681	2527
C12orf71	10	6	7	4	4	13	9	0	2	5	3	4	12	1
STK38L	3533	8088	5719	7762	18362	13598	2374	8200	5986	5792	7046	3740	9916	7266
ARNTL2-AS1	39	13	37	37	27	25	46	26	37	32	34	30	23	18
SMCO2	27	31	32	52	7	38	54	35	31	54	41	62	23	36
REP15	250	168	316	330	250	225	69	199	221	212	161	121	234	199
MRPS35	2948	1548	2952	2006	5062	2640	1774	5215	3728	1929	1843	2013	3462	2658
KLHL42	4455	3947	5370	5966	11097	5466	2826	5278	6892	3936	4177	4110	5134	5393
PTHLH	383	562	2424	254	913	364	1712	602	943	962	2445	1206	704	1156
LOC100506606	132	133	154	100	211	175	89	131	148	112	91	127	153	90
ERGIC2	3339	2555	3579	3260	6116	3030	1750	4298	4153	2253	2766	2447	3815	3353
CAPRIN2	6269	7633	6335	6258	6678	6484	4363	5682	5550	4655	6359	6133	6027	6400
LINC00941	771	473	788	410	1001	648	193	622	954	438	606	535	609	727
TSPAN11	130	39	54	72	47	54	76	88	174	107	102	147	73	64
DDX11	3642	1925	2835	3681	3374	2580	1699	4026	2643	1871	1894	3459	2783	1508
FLJ13224	58	79	74	111	33	116	53	55	52	67	86	50	39	57
ETFBKMT	91	137	142	176	187	114	81	191	151	150	117	137	141	90
DENND5B-AS1	186	148	273	160	270	55	215	160	321	146	218	143	153	184
H3F3C	1175	712	1479	804	1502	1144	646	2099	1181	731	1005	687	1566	1178
LOC105369723	0	0	0	4	0	0	0	0	0	0	2	2	0	0
DNM1L	8321	6035	9455	7929	14135	7987	5280	11937	10149	7010	6693	6253	10874	8851
YARS2	1557	1103	1882	1418	2182	1588	1012	2619	1834	1252	1237	1127	1952	1747
ALG10	1046	521	916	892	1921	869	401	1367	1449	727	584	725	1274	705
ALG10B	1710	1015	1438	1726	3336	1563	951	2178	2467	819	1139	1180	1678	1421
LOC101927038	0	0	0	0	0	0	0	0	0	0	0	0	3	0
GXYLT1	4404	2555	4627	2656	6110	3853	2307	4148	4701	3068	2957	3502	3982	3892
ZCRB1	2049	1526	1670	1998	2569	2043	1681	3341	2097	1657	1630	1513	2403	2641
MIR7851	5	7	6	9	5	8	5	5	9	2	6	2	6	10
LOC105369738	0	0	0	0	0	0	1	0	1	0	4	0	0	0
LOC101927058	0	2	0	0	0	0	0	0	0	1	0	0	0	0
LOC105369739	1	0	2	0	2	1	7	0	4	0	0	4	0	2
PUS7L	4273	2071	3004	2940	7765	3296	1554	4068	4380	3312	2048	2784	4750	2726
TWF1	12155	6964	12521	8060	23324	9317	8505	20255	16198	9604	8024	9309	16778	11669
DBX2	0	0	0	0	0	0	0	2	0	0	0	0	3	0
RACGAP1P	334	52	194	142	486	154	16	258	260	126	114	172	380	86
PLEKHA8P1	529	527	762	479	932	926	352	1271	703	747	571	628	966	668
RNY5	0	2	0	0	0	5	1	0	0	0	0	1	2	0
LINC00938	291	359	309	379	379	468	216	633	249	285	420	313	465	458
SCAF11	13242	11149	16108	13800	23800	14956	11734	20367	16289	14026	11187	11855	16563	14416
SLC38A2	37338	43290	34849	43513	74538	68833	18942	97482	47132	50865	34153	43323	64730	69090
AMIGO2	61839	47195	57774	57872	163131	59223	25360	117337	101974	64870	39395	42361	79562	60987
PCED1B-AS1	86	141	63	91	41	82	328	25	38	108	82	90	36	79
MIR4698	6	17	14	14	7	12	55	7	9	9	11	8	8	18
LOC105369747	46	64	39	85	60	57	25	99	32	54	28	46	78	78
MIR4494	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RPAP3	2913	1816	2963	2297	5287	2582	1567	4267	3628	2447	1845	2428	3672	2451
HDAC7	4876	5477	6455	4766	3735	5137	5829	5019	4386	4691	5600	4182	5099	5301
SLC48A1	622	625	1753	1232	764	608	1741	1105	1106	1112	1105	1133	958	1331
RAPGEF3	1262	468	2179	519	194	341	8128	1615	325	2082	1554	2687	1212	1506
ENDOU	12	12	11	5	4	27	11	3	20	25	14	27	18	20
TMEM106C	4460	1196	3662	2064	5293	1762	1328	4298	3689	2581	2170	2587	4587	2445
VDR	422	754	768	700	898	560	461	597	927	800	1123	497	1025	1218
COL2A1	2	13	16	10	10	6	0	12	8	2	6	12	8	13
PFKM	4589	4360	4921	5496	6838	5096	2219	5109	6450	4228	4345	3947	5161	6176
CCDC184	2	24	22	4	4	30	2	24	20	16	18	4	20	30
OR10AD1	5	8	10	21	6	10	12	11	14	10	17	4	4	17
MIR6505	3	3	2	5	4	3	0	1	5	4	2	3	5	1
ASB8	1268	931	1403	936	1944	1150	802	1469	1909	1344	1189	1135	1635	1148
ZNF641	1143	1027	1544	929	1198	1160	777	2374	1472	1921	1148	1270	1774	1119
H1FNT	0	0	0	0	0	2	2	2	0	2	4	0	0	0
ANP32D	46	25	43	25	62	42	6	50	77	15	16	35	62	32
LALBA	2	2	0	0	0	1	0	1	0	0	0	0	0	0
OR8S1	0	0	0	0	0	0	0	4	2	0	0	2	0	0
MIR1291	0	1	0	0	0	0	0	0	1	0	1	0	1	0
KANSL2	2221	1455	2011	1697	3232	2050	1051	3390	2423	2100	1221	1517	2037	2004
SNORA2C	14	16	16	17	12	7	16	13	12	10	9	16	11	12
SNORA2A	26	34	10	34	16	16	18	19	11	30	18	16	15	22
SNORA2B	23	6	15	37	12	8	9	12	6	11	11	34	16	22
CCNT1	5454	4276	5703	5818	8661	7306	3124	10335	7161	6076	4324	5754	6337	6607
ADCY6	4173	5456	7240	6428	5858	5245	6049	7749	5026	5679	5032	5300	5702	5666
DDX23	8520	4942	10445	6132	13504	5919	3806	11058	10717	6339	5453	6378	9498	6223
LOC100506125	0	0	2	5	0	0	0	5	3	3	1	2	8	0
RND1	80	10	365	28	36	63	858	42	58	208	293	170	64	99
CACNB3	1459	1954	2570	1649	1327	2163	2322	2455	1648	2394	2010	1857	1878	1830
MIR4701	7	7	7	5	8	8	6	0	11	10	6	6	7	12
DDN	28	38	26	32	32	22	16	8	12	14	21	40	20	22
PRKAG1	3608	2994	4179	3117	6289	3400	3145	5384	5997	3884	3037	3112	5672	3763
WNT1	1	0	0	0	0	1	0	0	6	1	6	7	0	0
FKBP11	1350	1508	1227	2382	1633	2350	905	1006	2138	1279	1382	1484	1578	2199
CCDC65	114	167	80	176	98	230	48	122	72	132	129	159	122	78
WNT10B	0	8	15	2	8	9	18	8	6	6	16	39	2	10
ARF3	10627	8343	17275	7769	15275	9319	8026	16403	14716	13202	10269	8738	13893	10589
LMBR1L	950	1778	1655	1465	894	1794	1389	1641	1292	1697	1808	1314	1246	1781
RHEBL1	100	36	94	52	130	87	38	90	116	83	67	65	126	93
TUBA1B	179400	53598	134702	71806	207353	80600	27356	135973	143158	52121	57901	64771	203556	52846
DHH	2	12	5	7	0	12	0	12	12	13	12	4	6	11
TUBA1C	108724	30807	83079	39467	124164	46107	20467	79165	93405	34031	35634	38235	120152	32087
TUBA1A	54202	48342	89844	42838	99210	65444	34041	105415	66049	43718	46639	29973	115368	35167
LOC101927267	20	13	6	2	6	16	1	14	18	10	7	4	20	9
PRPH	0	0	0	4	0	0	2	4	5	2	0	9	0	0
DNAJC22	224	96	456	177	36	244	38	612	146	313	153	150	106	85
LOC100335030	283	435	202	450	168	377	259	127	223	319	239	260	158	173
TROAP	1883	317	876	554	1297	1060	41	851	879	391	465	541	1506	479
C1QL4	14	4	2	0	2	0	0	6	4	2	6	4	0	8
FAM186B	84	120	89	136	84	169	55	60	143	106	62	141	61	46
PRPF40B	581	873	903	1043	528	843	869	893	622	713	788	637	626	937
MCRS1	3409	2469	3716	2268	3854	2971	1798	4091	3743	2552	2595	2337	3634	2734
TMBIM6	30087	19901	49816	24525	54511	26064	23391	65370	42911	33980	28646	28072	45185	38124
BCDIN3D-AS1	26	25	15	66	30	31	21	39	65	33	14	33	15	44
BCDIN3D	102	127	120	175	256	192	63	235	178	124	94	180	168	199
LOC283332	0	2	0	4	0	4	2	0	0	1	2	0	0	4
FAIM2	2	85	8	64	0	30	6	13	14	6	0	16	6	42
LOC101927292	0	0	0	0	0	1	0	0	1	0	0	0	0	0
RACGAP1	8328	1574	4976	3068	10322	3360	596	7041	5117	2564	2542	3451	7459	2730
AQP2	0	0	0	2	0	0	0	0	0	6	0	0	0	0
LOC101927318	0	0	0	4	0	0	0	2	2	0	0	0	1	0
AQP6	12	4	8	22	8	7	0	7	4	11	0	3	8	6
AQP5	18	8	10	10	6	6	0	8	4	6	0	1	0	12
GPD1	34	16	44	18	13	18	30	32	18	34	21	28	28	18
CERS5	3005	3112	4519	3081	5370	3700	2987	4199	4190	3960	3445	3223	3524	3756
COX14	669	651	1090	676	1353	682	1101	1438	964	1029	899	679	1081	862
SMARCD1	5447	3318	5825	3181	6832	4696	2772	8148	5091	4986	3976	4080	6975	4588
MIR1293	0	0	1	0	0	0	4	0	2	2	1	0	0	0
SNORD133	5975	5100	6472	7385	5663	6327	3159	12302	2572	8561	5645	9936	5606	10706
ATF1	957	713	942	980	1470	1204	448	2117	972	835	689	1006	1209	1034
METTL7A	86	182	69	157	22	101	52	368	67	102	32	93	287	137
HIGD1C	8	7	5	13	0	3	1	3	8	15	3	3	2	1
LETMD1	1541	1316	1672	1968	2017	1830	1722	3034	2136	1727	1643	1983	1934	2435
CSRNP2	3532	3495	4844	2826	4015	3818	2538	5501	3678	4465	3183	3982	4083	3439
DAZAP2	6584	5430	7562	5583	13097	6787	4785	16254	9486	6018	5599	4915	9637	8097
POU6F1	369	521	248	548	249	461	397	505	261	325	350	421	328	484
BIN2	2	0	0	0	0	0	0	0	0	0	1	1	0	0
CELA1	2	1	0	0	0	0	0	0	0	3	0	1	0	0
ANKRD33	0	0	2	2	0	2	6	5	0	4	6	41	6	5
LOC105369971	3	2	0	1	0	1	8	3	1	2	0	0	0	0
FIGNL2	67	39	83	116	26	71	89	160	36	59	45	37	86	86
ACVRL1	57	24	47	105	52	46	13	144	95	62	56	48	48	95
GRASP	21	78	68	86	22	91	253	138	47	19	72	73	28	58
ACVR1B	1058	1095	2028	1224	1496	1470	1580	3051	1500	1699	1261	1290	1479	1766
ATG101	1434	1694	2614	1918	2600	1782	1541	2374	2624	1405	1755	1610	2028	2312
OR7E47P	11	9	11	3	7	10	8	8	19	9	2	1	14	3
C12orf80	0	2	6	3	0	2	6	4	0	2	3	2	6	1
LINC00592	0	3	4	0	10	4	5	8	2	3	0	10	13	7
KRT7	6538	6977	18654	5514	52284	9067	10515	6592	7527	12203	17291	7867	25726	5474
KRT80	4165	1708	4844	2579	3529	2159	2066	6325	2765	1885	2269	2213	4280	2478
KRT81	6	2	2	9	265	21	56	31	7	7	3	3	123	10
KRT82	0	3	0	1	0	0	0	0	0	2	2	0	0	0
KRT84	0	0	0	0	1	0	0	0	4	0	1	0	0	0
KRT85	0	0	1	1	0	0	0	0	0	2	6	0	0	0
KRT83	0	0	0	3	0	0	0	0	0	0	2	1	5	2
KRT6B	2	8	9	0	8	0	1	0	7	0	0	36	4	6
KRT5	0	0	24	0	18	2	0	2	5	0	1	146	1	12
KRT6A	4	12	57	12	134	4	11	2	28	10	6	281	57	12
KRT6C	0	5	9	0	10	0	3	0	2	0	2	42	9	2
KRT71	0	0	0	0	0	0	0	0	1	0	0	0	0	0
KRT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT73-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT2	0	0	0	0	0	0	1	0	0	3	1	2	0	2
KRT72	0	0	0	0	0	0	0	0	5	0	0	0	0	0
KRT73	0	0	0	0	0	0	0	0	0	0	6	0	0	0
KRT74	0	2	0	0	0	0	0	0	0	6	0	2	0	0
KRT4	2	4	2	0	0	2	0	0	24	4	2	8	2	0
KRT76	0	4	0	0	0	2	0	0	0	0	0	0	0	0
KRT3	0	6	4	0	5	0	0	2	10	1	4	1	2	5
KRT8	7415	8099	45509	5269	26315	13925	20747	46876	18902	18945	14870	15373	26402	12396
KRT78	4	4	4	2	0	4	0	0	9	2	8	12	0	10
TNS2	1742	5626	1338	4249	1777	3104	744	1595	1659	948	1764	976	2272	2571
LOC283335	106	122	80	146	50	159	40	82	89	108	88	27	113	119
SPRYD3	1703	1740	3153	1538	3734	1645	2067	1565	3409	2204	2423	1382	2333	2470
MIR6757	4	12	3	14	5	6	1	6	1	0	6	0	0	5
EIF4B	26602	24156	30440	33825	44492	31322	17593	70076	28681	25111	25997	25630	37162	42085
ITGB7	54	144	67	75	45	85	60	121	67	69	62	107	94	112
ZNF740	2211	2094	2323	2170	2371	2903	1195	4692	2330	3032	2016	2284	2891	3090
CSAD	416	1394	643	987	289	699	1113	353	499	519	744	754	326	972
IGFBP6	591	1302	1208	1617	473	2062	407	1935	1128	728	1356	739	2087	1169
SOAT2	0	6	0	9	2	10	1	13	2	1	2	0	4	0
SP7	4	8	0	4	0	2	0	0	4	2	2	4	4	0
PFDN5	5314	5481	6333	6280	9884	6435	6363	13982	7684	5964	5984	4895	8930	7745
AAAS	2510	2322	2784	2397	2540	2140	1649	3467	2793	2007	2125	2277	3165	2468
C12orf10	1246	1250	1263	1310	1601	1922	909	2119	1723	1237	1279	1134	1690	1662
MFSD5	1157	970	1679	929	2013	1080	633	2014	2203	1107	1087	1048	1924	1334
ESPL1	3520	588	1899	1295	2747	1843	173	1805	1751	992	980	1293	2965	755
AMHR2	0	4	3	0	0	2	0	0	2	3	5	5	2	5
SP1	10188	8633	10786	9798	14163	12826	5810	23055	10096	10976	8829	10378	14040	13575
PCBP2-OT1	87	114	96	69	67	64	103	39	86	47	85	56	101	109
PRR13	3103	1858	5385	1926	4443	2830	3492	4613	4494	4741	3730	3220	4152	3250
MAP3K12	1408	4002	2066	3432	1380	2570	2275	2917	1556	2191	2100	2238	1673	3451
LOC100652999	14	18	21	8	12	10	9	9	10	9	19	18	7	4
NPFF	154	181	109	144	55	135	102	71	91	101	84	114	103	89
TARBP2	1499	1365	2072	1349	1829	1283	1287	2668	1795	1252	1416	1513	2040	1706
CALCOCO1	2906	7895	6191	5745	3148	5425	5800	7406	3817	8617	6921	7318	5162	8376
ATP5G2	4704	3821	4894	4922	5727	4498	3564	7170	4976	3679	3326	2784	5591	5865
